Tevékenység típusa,Dátum,Kedvenc,Cím,Távolság,Kalóriaszám,Idő,Átlagos pulzusszám,Max. pulzus,Átl. pedálütem,Max. pedálütem,Átlagos tempó,Legjobb tempó,Teljes emelkedés,Teljes süllyedés,Átlagos lépéshossz,Átl. pedálütem,Max. pedálütem,Training Stress Score®,Teljes csapásszám,Lépések,Összes ismétlés,Összes szett,Dekompressziós,Legjobb köridő,Körök száma,Ált. légzés,Min. légzés,Max. légzés,Stresszadatok változása,Kezdő stressz,Befejező stressz,Átl. stressz,Max. stressz,Menetidő,Eltelt idő,Minimális magasság,Maximális magasság
Futás,2022-07-25 18:34:40,false,"Szeged Futás","5.04","458","01:20:13","127","175","55","223","15:55","3:15","6","6","1.17","--","--","0.0","--","6,134","--","--","Nem","00:00:27.9","6","--","--","--","--","--","--","--","--","00:40:05","01:20:13","76","112"
Futás,2022-07-22 09:57:53,false,"Orosháza Futás","1.70","187","00:18:47","162","176","82","205","11:02","3:48","--","0","1.14","--","--","0.0","--","2,246","--","--","Nem","00:08:16.6","2","--","--","--","--","--","--","--","--","00:14:49","00:18:47","91","92"
Futás,2022-07-22 09:19:41,false,"Orosháza Futás","2.85","220","00:31:58","129","160","71","248","11:12","2:35","1","1","1.27","--","--","0.0","--","3,502","--","--","Nem","00:10:15","3","--","--","--","--","--","--","--","--","00:24:22","00:31:58","91","93"
Futás,2022-07-21 09:10:57,false,"Orosháza Futás","1.91","292","00:45:40","128","167","33","229","23:53","1:33","4","1","1.28","--","--","0.0","--","1,994","--","--","Nem","00:15:54","2","--","--","--","--","--","--","--","--","00:12:17","00:45:40","91","96"
Futás,2022-07-21 06:51:49,false,"Orosháza Futás","2.41","142","00:20:08","130","140","160","165","8:22","6:54","--","1","0.75","--","--","0.0","--","3,220","--","--","Nem","00:03:25.6","3","--","--","--","--","--","--","--","--","00:20:02","00:20:08","89","93"
Futás,2022-07-20 18:17:56,false,"Orosháza Futás","3.68","386","00:41:57","153","177","72","213","11:23","2:45","1","1","1.23","--","--","0.0","--","4,678","--","--","Nem","00:08:09.3","4","--","--","--","--","--","--","--","--","00:30:52","00:41:57","88","96"
Futás,2022-07-20 08:29:00,false,"Orosháza Futás","3.64","487","01:15:28","135","177","44","224","20:42","3:05","1","1","1.13","--","--","0.0","--","5,308","--","--","Nem","00:01:27.4","5","--","--","--","--","--","--","--","--","00:32:49","01:15:28","88","93"
Futás,2022-07-19 18:16:21,false,"Orosháza Futás","4.76","546","01:44:13","121","182","40","248","21:54","1:07","5","6","1.18","--","--","0.0","--","5,534","--","--","Nem","00:04:02.4","5","--","--","--","--","--","--","--","--","00:34:57","01:44:13","90","93"
Futás,2022-07-19 08:37:31,false,"Orosháza Futás","3.01","489","01:20:49","126","174","36","229","26:50","1:37","1","1","1.05","--","--","0.0","--","4,348","--","--","Nem","00:00:07.9","4","--","--","--","--","--","--","--","--","00:25:52","01:20:49","91","93"
Futás,2022-07-18 18:34:00,false,"Orosháza Futás","3.79","421","00:53:15","143","190","61","241","14:04","2:52","1","1","1.11","--","--","0.0","--","4,092","--","--","Nem","00:00:23.1","6","--","--","--","--","--","--","--","--","00:24:54","00:53:15","88","89"
Futás,2022-07-18 18:01:48,false,"Orosháza Futás","2.34","137","00:14:12","153","184","159","196","6:03","3:10","--","--","1.02","--","--","0.0","--","2,254","--","--","Nem","00:03:42.2","3","--","--","--","--","--","--","--","--","00:13:23","00:14:12","88","89"
Futás,2022-07-15 18:41:41,false,"Szeged Futás","2.03","334","01:08:11","113","155","25","229","33:40","3:04","2","1","1.18","--","--","0.0","--","2,680","--","--","Nem","00:00:07.3","3","--","--","--","--","--","--","--","--","00:16:19","01:08:14","76","80"
Futás,2022-07-14 18:20:12,false,"Szeged Futás","1.82","128","00:20:02","118","146","104","213","10:59","5:37","2","2","0.87","--","--","0.0","--","2,172","--","--","Nem","00:06:11.9","2","--","--","--","--","--","--","--","--","00:13:30","00:20:02","76","78"
Futás,2022-07-13 18:26:28,false,"Szeged Futás","6.07","537","01:21:31","130","192","62","213","13:25","3:02","9","9","1.23","--","--","0.0","--","6,636","--","--","Nem","00:00:27.0","10","--","--","--","--","--","--","--","--","00:42:38","01:21:34","68","80"
Futás,2022-07-13 08:02:25,false,"Szeged Futás","3.87","441","01:25:00","117","158","49","248","21:56","3:37","6","5","0.98","--","--","0.0","--","5,836","--","--","Nem","00:15:56","4","--","--","--","--","--","--","--","--","00:35:12","01:25:00","76","80"
Kardió,2022-07-12 18:58:29,false,"Kardió","0.00","214","00:53:21","99","127","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:00:06.2","2","--","--","--","--","--","--","--","--","00:00:00","00:53:21","--","--"
Futás,2022-07-12 08:03:35,false,"Szeged Futás","3.85","369","01:02:43","121","187","52","229","16:18","2:30","1","1","1.26","--","--","0.0","--","4,164","--","--","Nem","00:01:23.6","6","--","--","--","--","--","--","--","--","00:26:45","01:02:43","74","85"
Futás,2022-07-11 18:31:30,false,"Szeged Futás","4.19","548","01:38:32","121","161","46","248","23:30","2:37","15","14","0.86","--","--","0.0","--","7,184","--","--","Nem","00:01:54.3","5","--","--","--","--","--","--","--","--","00:35:47","01:38:38","76","83"
Futás,2022-07-08 19:02:26,false,"Szeged Futás","5.06","307","00:30:02","163","179","160","165","5:57","4:36","51","47","1.05","--","--","0.0","--","4,788","--","--","Nem","00:00:15.6","6","--","--","--","--","--","--","--","--","00:29:50","00:30:02","81","89"
Kardió,2022-07-08 18:31:55,false,"Kardió","0.00","129","00:27:30","100","150","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:27:30","1","--","--","--","--","--","--","--","--","00:00:00","00:27:30","--","--"
Futás,2022-07-08 08:35:16,false,"Szeged Futás","2.59","429","01:26:03","114","164","26","198","33:16","3:27","16","15","1.15","--","--","0.0","--","3,980","--","--","Nem","00:12:55","3","--","--","--","--","--","--","--","--","00:24:12","01:26:03","76","88"
Futás,2022-07-07 19:17:36,false,"Szeged Futás","5.10","311","00:30:02","162","178","156","165","5:53","4:22","38","36","1.09","--","--","0.0","--","4,710","--","--","Nem","00:00:32.5","6","--","--","--","--","--","--","--","--","00:29:30","00:30:02","74","89"
Kardió,2022-07-07 18:31:37,false,"Kardió","0.00","193","00:43:13","103","130","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:00:04.0","2","--","--","--","--","--","--","--","--","00:00:00","00:43:13","--","--"
Futás,2022-07-06 19:04:54,false,"Szeged Futás","5.22","466","01:27:44","117","167","49","238","16:48","2:39","12","12","1.28","--","--","0.0","--","6,730","--","--","Nem","00:07:28.1","6","--","--","--","--","--","--","--","--","00:41:57","01:27:44","76","87"
Futás,2022-07-06 08:05:46,false,"Szeged Futás","2.71","391","01:29:54","111","154","31","235","33:08","3:02","4","4","0.99","--","--","0.0","--","4,740","--","--","Nem","00:19:24","3","--","--","--","--","--","--","--","--","00:26:56","01:29:54","76","101"
Futás,2022-07-05 19:18:15,false,"Szeged Futás","3.23","196","00:17:06","166","181","160","176","5:18","4:28","30","29","1.18","--","--","0.0","--","2,740","--","--","Nem","00:01:10.9","4","--","--","--","--","--","--","--","--","00:17:00","00:17:06","81","89"
Kardió,2022-07-05 18:45:31,false,"Kardió","0.00","157","00:31:01","107","131","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:00:05.8","2","--","--","--","--","--","--","--","--","00:00:00","00:31:06","--","--"
Futás,2022-07-04 19:44:03,false,"Szeged Futás","0.95","75","00:08:47","146","165","91","213","9:16","3:59","0","--","1.19","--","--","0.0","--","--","--","--","Nem","00:08:47","1","--","--","--","--","--","--","--","--","00:05:51","00:08:47","79","80"
Futás,2022-07-04 19:30:51,false,"Szeged Futás","0.08","8","00:01:19.9","117","127","16","127","16:32","4:09","--","--","3.71","--","--","0.0","--","54","--","--","Nem","00:01:19.9","1","--","--","--","--","--","--","--","--","00:00:14","00:01:19.9","79","80"
Futás,2022-07-02 20:18:50,false,"Szeged - 5k","5.55","338","00:31:41","162","182","157","167","5:43","4:59","14","13","1.11","--","--","0.0","--","4,992","--","--","Nem","00:01:07.0","7","--","--","--","--","--","--","--","--","00:31:24","00:32:25","71","77"
Futás,2022-06-29 20:04:12,false,"Szeged - 30-15","4.24","253","00:27:53","160","182","150","193","6:35","2:56","11","11","1.00","--","--","0.0","--","4,118","--","--","Nem","00:00:15","52","--","--","--","--","--","--","--","--","00:27:42","00:30:06","71","77"
Futás,2022-06-28 08:50:38,false,"Szeged - Quarter Mile Repeats","4.65","303","00:31:42","159","185","134","176","6:49","3:52","29","31","1.07","--","--","0.0","--","4,380","--","--","Nem","00:01:30","13","--","--","--","--","--","--","--","--","00:30:28","00:34:34","73","80"
Kardió,2022-06-25 19:55:15,false,"Szeged Labdarúgás","3.49","497","01:02:06","142","182","--","--","3.4","19.3","15","16","--","--","--","0.0","--","--","--","--","Nem","00:03:59.0","3","--","--","--","--","--","--","--","--","00:42:23","01:06:22","80","83"
Futás,2022-06-23 19:43:35,false,"Szeged - 30-15","5.32","319","00:35:36","160","186","146","192","6:42","2:54","31","32","1.03","--","--","0.0","--","5,264","--","--","Nem","00:00:15","53","--","--","--","--","--","--","--","--","00:35:22","00:39:41","73","80"
Futás,2022-06-21 19:50:06,false,"Szeged - 5k","7.01","422","00:41:42","162","184","153","171","5:57","4:59","15","15","1.09","--","--","0.0","--","6,328","--","--","Nem","00:00:46","8","--","--","--","--","--","--","--","--","00:41:12","00:47:33","71","77"
Futás,2022-06-20 19:50:34,false,"Szeged - piramis","7.10","451","00:49:14","160","186","129","213","6:56","3:04","36","39","1.09","--","--","0.0","--","6,672","--","--","Nem","00:00:03.1","48","--","--","--","--","--","--","--","--","00:49:02","00:52:11","73","82"
Futás,2022-06-18 19:47:40,false,"Szeged - Mixed Intervals","5.37","369","00:39:02","161","187","128","192","7:16","3:05","13","14","1.05","--","--","0.0","--","5,224","--","--","Nem","00:00:44.2","14","--","--","--","--","--","--","--","--","00:37:10","00:39:02","71","76"
Futás,2022-06-17 19:50:52,false,"Szeged - 30-15","5.94","349","00:40:22","159","184","146","203","6:47","2:56","26","26","1.00","--","--","0.0","--","5,904","--","--","Nem","00:00:15","68","--","--","--","--","--","--","--","--","00:40:05","00:41:41","73","80"
Futás,2022-06-16 19:15:54,false,"Szeged - 30-15","5.47","359","00:38:09","165","190","145","196","6:59","2:56","16","17","0.98","--","--","0.0","--","5,532","--","--","Nem","00:00:07.5","48","--","--","--","--","--","--","--","--","00:37:13","00:39:16","71","77"
Kardió,2022-06-16 17:28:22,false,"Szeged Labdarúgás","2.92","641","01:17:59","150","179","--","--","2.2","13.6","3","5","--","--","--","0.0","--","--","--","--","Nem","01:17:59","1","--","--","--","--","--","--","--","--","00:43:21","01:17:59","77","80"
Futás,2022-06-15 20:02:27,false,"Szeged - 30-15","3.80","268","00:27:35","163","189","133","198","7:15","2:55","22","22","1.06","--","--","0.0","--","3,844","--","--","Nem","00:00:08.0","23","--","--","--","--","--","--","--","--","00:24:43","00:28:16","73","82"
Futás,2022-06-07 18:13:30,false,"Szeged Futás","2.79","392","00:35:17","175","194","65","220","12:38","3:27","174","175","1.24","--","--","0.0","--","3,444","--","--","Nem","00:10:30","3","--","--","--","--","--","--","--","--","00:24:01","00:35:17","77","135"
Futás,2022-06-06 18:55:21,false,"Szeged Futás","5.43","371","00:38:18","161","185","144","208","7:03","2:27","12","12","0.99","--","--","0.0","--","5,590","--","--","Nem","00:02:25.8","8","--","--","--","--","--","--","--","--","00:36:39","00:40:41","71","77"
Futás,2022-06-05 10:49:52,false,"Szeged Futás","2.92","442","00:56:18","143","168","40","205","19:16","5:31","2","2","1.30","--","--","0.0","--","4,074","--","--","Nem","00:18:08","3","--","--","--","--","--","--","--","--","00:30:13","00:56:18","73","75"
Kerékpározás,2022-06-03 13:31:11,false,"Szeged Kerékpározás","7.11","160","00:25:06","125","142","--","--","17.0","34.4","23","29","--","--","--","0.0","--","--","--","--","Nem","00:11:56","2","--","--","--","--","--","--","--","--","00:25:01","00:25:06","75","88"
Kardió,2022-05-30 19:08:30,false,"Kardió","0.00","161","00:27:51","112","154","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:27:51","1","--","--","--","--","--","--","--","--","00:00:00","00:27:51","--","--"
Beltéri futás,2022-05-26 19:59:39,false,"Beltéri futás","0.82","331","01:01:59","117","168","27","186","--","3:59","--","--","0.49","--","--","0.0","--","3,230","--","--","Nem","01:01:59","1","--","--","--","--","--","--","--","--","00:08:08","01:01:59","--","--"
Kerékpározás,2022-05-26 19:23:02,false,"Szeged Kerékpározás","6.34","132","00:15:53","138","157","--","--","23.9","34.8","23","19","--","--","--","0.0","--","--","--","--","Nem","00:15:53","1","--","--","--","--","--","--","--","--","00:15:49","00:18:39","74","84"
Futás,2022-05-24 19:23:27,false,"Szeged Futás","5.27","299","00:31:31","156","183","161","178","5:58","3:54","4","4","1.04","--","--","0.0","--","5,074","--","--","Nem","00:01:20.1","8","--","--","--","--","--","--","--","--","00:31:15","00:35:11","71","75"
Futás,2022-05-23 19:16:45,false,"Szeged Futás","4.05","244","00:24:29","156","174","160","165","6:03","5:29","9","11","1.03","--","--","0.0","--","3,914","--","--","Nem","00:00:17.5","5","--","--","--","--","--","--","--","--","00:24:27","00:24:29","54","76"
Futás,2022-05-22 19:29:43,false,"Szeged Futás","6.03","365","00:35:56","160","177","159","165","5:58","4:55","12","10","1.06","--","--","0.0","--","5,706","--","--","Nem","00:00:50.0","7","--","--","--","--","--","--","--","--","00:35:49","00:35:56","71","114"
Beltéri futás,2022-05-19 19:58:17,false,"Beltéri futás","0.91","266","01:03:57","109","153","28","235","--","3:36","--","--","0.50","--","--","0.0","--","3,810","--","--","Nem","01:03:57","1","--","--","--","--","--","--","--","--","00:09:06","01:03:57","--","--"
Kerékpározás,2022-05-19 19:18:13,false,"Szeged Kerékpározás","6.55","139","00:16:47","140","160","--","--","23.4","52.1","8","4","--","--","--","0.0","--","--","--","--","Nem","00:16:47","1","--","--","--","--","--","--","--","--","00:16:36","00:16:51","72","81"
Futás,2022-05-16 19:10:43,false,"Szeged Futás","10.03","646","01:08:01","157","178","158","167","6:47","5:31","58","58","0.93","--","--","0.0","--","10,776","--","--","Nem","00:08:44.4","2","--","--","--","--","--","--","--","--","01:07:34","01:08:01","73","83"
Kerékpározás,2022-05-15 19:17:01,false,"Szeged Kerékpározás","7.57","143","00:24:23","119","144","--","--","18.6","31.9","12","15","--","--","--","0.0","--","--","--","--","Nem","00:24:23","1","--","--","--","--","--","--","--","--","00:24:10","00:25:01","71","81"
Kerékpározás,2022-05-15 15:51:40,false,"Szeged Kerékpározás","7.05","148","00:19:16","134","148","--","--","21.9","28.0","23","17","--","--","--","0.0","--","--","--","--","Nem","00:19:16","1","--","--","--","--","--","--","--","--","00:19:15","00:20:03","71","81"
Kerékpározás,2022-05-12 21:18:57,false,"Szeged Kerékpározás","2.79","60","00:10:28","116","133","--","--","16.0","41.3","21","19","--","--","--","0.0","--","--","--","--","Nem","00:10:28","1","--","--","--","--","--","--","--","--","00:10:13","00:11:43","76","94"
Teremfutás,2022-05-12 20:14:28,false,"Teremfutás","2.86","232","00:43:55","118","152","90","250","15:22","1:58","--","--","0.72","--","--","0.0","--","3,198","--","--","Nem","00:04:25.2","4","--","--","--","--","--","--","--","--","00:26:22","00:46:01","--","--"
Futás,2022-05-11 19:22:35,false,"Szeged Futás","5.02","300","00:28:31","168","185","159","169","5:41","3:04","83","82","1.10","--","--","0.0","--","4,572","--","--","Nem","00:28:31","1","--","--","--","--","--","--","--","--","00:28:21","00:28:31","19","82"
Futás,2022-05-06 17:34:20,false,"Szeged Futás","3.26","360","00:53:50","135","178","45","218","16:29","3:16","1","0","1.34","--","--","0.0","--","4,772","--","--","Nem","00:53:50","1","--","--","--","--","--","--","--","--","00:27:27","00:53:50","76","78"
Futás,2022-05-04 18:37:34,false,"Szeged Futás","2.27","232","00:39:01","123","162","45","229","17:11","2:34","3","4","1.29","--","--","0.0","--","2,780","--","--","Nem","00:39:01","1","--","--","--","--","--","--","--","--","00:20:12","00:39:01","77","101"
Kerékpározás,2022-05-04 08:40:17,false,"Szeged Kerékpározás","6.47","142","00:16:25","144","157","--","--","23.7","32.2","58","47","--","--","--","0.0","--","--","--","--","Nem","00:16:25","1","--","--","--","--","--","--","--","--","00:16:09","00:17:12","74","123"
Futás,2022-05-02 17:43:20,false,"Szeged Futás","4.99","502","01:09:00","142","185","60","212","13:50","2:45","2","3","1.21","--","--","0.0","--","6,440","--","--","Nem","01:09:00","1","--","--","--","--","--","--","--","--","00:41:56","01:09:00","76","78"
Futás,2022-04-29 17:36:46,false,"Szeged Futás","1.59","183","00:37:20","115","143","35","212","23:28","2:53","3","3","1.23","--","--","0.0","--","2,060","--","--","Nem","00:37:20","1","--","--","--","--","--","--","--","--","00:13:18","00:37:20","59","80"
Kerékpározás,2022-04-29 16:48:51,false,"Szeged Kerékpározás","10.10","178","00:28:20","126","139","--","--","21.4","27.3","36","34","--","--","--","0.0","--","--","--","--","Nem","00:28:20","1","--","--","--","--","--","--","--","--","00:28:11","00:28:54","71","90"
Futás,2022-04-28 18:35:35,false,"Szeged Futás","4.09","360","01:01:50","128","158","51","248","15:07","3:16","2","3","1.29","--","--","0.0","--","5,680","--","--","Nem","01:01:50","1","--","--","--","--","--","--","--","--","00:32:10","01:01:50","78","80"
Kerékpározás,2022-04-28 17:44:59,false,"Szeged Kerékpározás","10.24","205","00:26:19","138","175","--","--","23.3","43.1","40","38","--","--","--","0.0","--","--","--","--","Nem","00:26:19","1","--","--","--","--","--","--","--","--","00:26:03","00:27:40","74","96"
Kerékpározás,2022-04-27 12:49:05,false,"Szeged Kerékpározás","6.24","92","00:18:52","112","122","--","--","19.9","29.7","22","30","--","--","--","0.0","--","--","--","--","Nem","00:18:52","1","--","--","--","--","--","--","--","--","00:18:33","00:20:13","74","87"
Kardió,2022-04-26 17:40:58,false,"Kardió","0.00","285","00:41:15","126","153","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:41:15","1","--","--","--","--","--","--","--","--","00:00:00","00:41:15","--","--"
Kerékpározás,2022-04-26 16:46:17,false,"Szeged Kerékpározás","6.38","115","00:18:21","124","139","--","--","20.9","26.6","16","14","--","--","--","0.0","--","--","--","--","Nem","00:18:21","1","--","--","--","--","--","--","--","--","00:18:08","00:19:08","74","83"
Futás,2022-04-25 17:47:14,false,"Szeged Futás","5.25","333","01:09:20","117","155","58","229","13:13","2:40","2","2","1.30","--","--","0.0","--","6,950","--","--","Nem","00:00:04.3","2","--","--","--","--","--","--","--","--","00:45:44","01:09:20","74","80"
Kerékpározás,2022-04-25 15:36:39,false,"Szeged Kerékpározás","6.32","112","00:17:01","126","150","--","--","22.3","30.4","56","46","--","--","--","0.0","--","--","--","--","Nem","00:17:01","1","--","--","--","--","--","--","--","--","00:16:40","00:18:59","74","123"
Kardió,2022-04-23 15:30:08,false,"Monor Labdarúgás","1.20","152","00:20:06","130","165","--","--","3.6","16.5","3","3","--","--","--","0.0","--","--","--","--","Nem","00:20:06","1","--","--","--","--","--","--","--","--","00:15:11","00:20:06","135","138"
Futás,2022-04-22 17:45:51,false,"Szeged Futás","1.40","130","00:28:33","109","146","39","248","20:29","2:53","12","9","1.26","--","--","0.0","--","1,518","--","--","Nem","00:28:33","1","--","--","--","--","--","--","--","--","00:10:25","00:28:33","77","85"
Kerékpározás,2022-04-22 16:34:33,false,"Szeged Kerékpározás","10.43","189","00:28:31","128","143","--","--","21.9","33.5","57","55","--","--","--","0.0","--","--","--","--","Nem","00:28:31","1","--","--","--","--","--","--","--","--","00:28:18","00:30:22","74","96"
Futás,2022-04-21 18:39:41,false,"Szeged Futás","3.89","350","00:58:17","129","158","48","205","14:58","1:52","4","5","1.38","--","--","0.0","--","4,466","--","--","Nem","00:58:17","1","--","--","--","--","--","--","--","--","00:30:53","00:58:17","77","85"
Kerékpározás,2022-04-21 17:46:06,false,"Szeged Kerékpározás","10.73","188","00:27:52","129","152","--","--","23.1","37.2","37","35","--","--","--","0.0","--","--","--","--","Nem","00:02:28.9","2","--","--","--","--","--","--","--","--","00:27:36","00:32:04","74","95"
Futás,2022-04-20 18:10:55,false,"Szeged Futás","3.31","268","00:34:31","139","173","79","217","10:25","3:25","1","1","1.21","--","--","0.0","--","4,410","--","--","Nem","00:34:31","1","--","--","--","--","--","--","--","--","00:25:41","00:34:31","79","80"
Futás,2022-04-15 10:48:32,false,"Szeged Futás","1.43","204","00:45:07","116","148","35","229","31:39","4:13","4","4","0.90","--","--","0.0","--","--","--","--","Nem","00:45:07","1","--","--","--","--","--","--","--","--","00:14:25","00:45:07","76","80"
Futás,2022-04-14 17:36:06,false,"Szeged Futás","5.41","339","01:09:33","120","160","69","248","12:52","2:41","4","4","1.13","--","--","0.0","--","7,584","--","--","Nem","01:09:33","1","--","--","--","--","--","--","--","--","00:48:28","01:09:33","77","80"
Futás,2022-04-13 17:44:00,false,"Szeged Futás","3.90","445","01:04:59","137","172","46","248","16:41","2:51","2","1","1.31","--","--","0.0","--","4,818","--","--","Nem","00:00:03.7","2","--","--","--","--","--","--","--","--","00:29:27","01:04:59","76","78"
Kerékpározás,2022-04-13 16:46:25,false,"Szeged Kerékpározás","10.78","222","00:29:22","136","162","--","--","22.0","34.5","41","40","--","--","--","0.0","--","--","--","--","Nem","00:00:01.1","3","--","--","--","--","--","--","--","--","00:28:58","00:32:28","74","96"
Kardió,2022-04-12 17:28:18,false,"Kardió","0.00","389","00:55:57","126","163","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:55:57","1","--","--","--","--","--","--","--","--","00:00:00","00:55:57","--","--"
Kerékpározás,2022-04-11 11:34:20,false,"Szeged Kerékpározás","6.52","127","00:18:03","129","149","--","--","21.7","30.2","53","42","--","--","--","0.0","--","--","--","--","Nem","00:18:03","1","--","--","--","--","--","--","--","--","00:17:45","00:18:10","72","122"
Futás,2022-04-08 17:46:22,false,"Szeged Futás","2.95","257","00:52:40","117","148","39","234","17:52","2:44","1","1","1.43","--","--","0.0","--","3,310","--","--","Nem","00:52:40","1","--","--","--","--","--","--","--","--","00:24:01","00:52:40","79","80"
Futás,2022-04-07 18:41:05,false,"Szeged Futás","4.51","524","01:20:32","133","180","37","228","17:53","2:58","5","5","1.52","--","--","0.0","--","6,056","--","--","Nem","01:20:32","1","--","--","--","--","--","--","--","--","00:36:45","01:20:32","77","85"
Kardió,2022-03-31 20:31:45,false,"Kardió","0.00","261","00:23:35","166","185","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:23:35","1","--","--","--","--","--","--","--","--","00:00:00","00:23:35","--","--"
Futás,2022-03-31 18:36:51,false,"Szeged Futás","3.49","323","00:53:45","136","188","69","201","15:23","3:19","18","17","0.87","--","--","0.0","--","4,786","--","--","Nem","00:16:17","2","--","--","--","--","--","--","--","--","00:25:25","00:53:45","76","80"
Kerékpározás,2022-03-30 17:09:49,false,"Szeged Kerékpározás","6.27","123","00:18:35","126","142","--","--","20.2","30.6","18","28","--","--","--","0.0","--","--","--","--","Nem","00:18:35","1","--","--","--","--","--","--","--","--","00:18:14","00:19:05","74","90"
Kerékpározás,2022-03-30 15:43:59,false,"Szeged Kerékpározás","3.05","56","00:11:31","109","124","--","--","15.9","24.8","16","9","--","--","--","0.0","--","--","--","--","Nem","00:11:31","1","--","--","--","--","--","--","--","--","00:11:11","00:13:33","80","91"
Kerékpározás,2022-03-30 12:00:03,false,"Szeged Kerékpározás","4.53","94","00:14:38","123","142","--","--","18.6","29.7","21","28","--","--","--","0.0","--","--","--","--","Nem","00:14:38","1","--","--","--","--","--","--","--","--","00:14:14","00:15:49","78","94"
Kerékpározás,2022-03-30 08:36:34,false,"Szeged Kerékpározás","6.70","133","00:16:43","135","157","--","--","24.0","39.0","53","45","--","--","--","0.0","--","--","--","--","Nem","00:16:43","1","--","--","--","--","--","--","--","--","00:16:32","00:17:40","74","120"
Kardió,2022-03-29 17:31:37,false,"Kardió","0.00","258","00:36:45","127","163","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:36:45","1","--","--","--","--","--","--","--","--","00:00:00","00:36:45","--","--"
Futás,2022-03-25 17:39:59,false,"Szeged Futás","2.29","180","00:37:25","112","158","38","248","16:20","2:44","28","28","1.60","--","--","0.0","--","2,470","--","--","Nem","00:37:25","1","--","--","--","--","--","--","--","--","00:17:26","00:45:04","48","97"
Futás,2022-03-24 18:32:55,false,"Szeged Futás","2.33","294","01:00:03","118","153","32","242","25:46","2:31","3","2","1.22","--","--","0.0","--","3,082","--","--","Nem","01:00:03","1","--","--","--","--","--","--","--","--","00:21:14","01:00:03","76","96"
Futás,2022-03-23 18:01:16,false,"Szeged Futás","3.25","315","00:58:05","120","163","47","247","17:53","2:54","4","4","1.18","--","--","0.0","--","4,656","--","--","Nem","00:58:05","1","--","--","--","--","--","--","--","--","00:27:16","00:58:05","77","80"
Kerékpározás,2022-03-23 15:27:14,false,"Szeged Kerékpározás","6.19","123","00:19:49","123","142","--","--","18.8","25.0","19","9","--","--","--","0.0","--","--","--","--","Nem","00:19:49","1","--","--","--","--","--","--","--","--","00:19:39","00:20:11","74","90"
Kardió,2022-03-22 17:26:46,false,"Kardió","0.00","336","00:57:28","119","160","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:57:28","1","--","--","--","--","--","--","--","--","00:00:00","00:57:28","--","--"
Futás,2022-03-21 17:46:13,false,"Szeged Futás","4.47","395","01:03:45","141","179","58","229","14:15","2:53","2","2","1.20","--","--","0.0","--","--","--","--","Nem","01:03:45","1","--","--","--","--","--","--","--","--","00:39:25","01:03:45","77","102"
Kerékpározás,2022-03-21 15:34:31,false,"Szeged Kerékpározás","6.63","168","00:19:36","143","166","--","--","20.3","27.8","24","13","--","--","--","0.0","--","--","--","--","Nem","00:19:36","1","--","--","--","--","--","--","--","--","00:18:42","00:21:50","74","90"
Kardió,2022-03-20 11:51:13,false,"Szeged Labdarúgás","2.86","392","00:59:16","129","164","--","--","2.9","18.5","1","0","--","--","--","0.0","--","--","--","--","Nem","00:59:16","1","--","--","--","--","--","--","--","--","00:41:46","00:59:16","75","76"
Futás,2022-03-18 08:35:13,false,"Szeged Futás","1.48","236","00:54:36","112","143","22","205","36:52","3:06","6","6","1.22","--","--","0.0","--","2,008","--","--","Nem","00:54:36","1","--","--","--","--","--","--","--","--","00:11:38","00:54:36","77","93"
Futás,2022-03-17 17:48:34,false,"Szeged Futás","2.52","305","00:48:07","128","165","36","228","19:08","2:29","0","1","1.46","--","--","0.0","--","3,374","--","--","Nem","00:48:07","1","--","--","--","--","--","--","--","--","00:20:17","00:48:07","78","104"
Futás,2022-03-15 10:00:46,false,"Szeged Futás","3.82","463","01:27:24","123","162","39","238","22:54","2:44","6","5","1.12","--","--","0.0","--","5,438","--","--","Nem","01:27:24","1","--","--","--","--","--","--","--","--","00:33:05","01:27:24","77","80"
Futás,2022-03-11 17:43:43,false,"Szeged Futás","3.81","433","01:19:03","125","165","36","247","20:44","3:23","4","4","1.35","--","--","0.0","--","5,280","--","--","Nem","01:19:03","1","--","--","--","--","--","--","--","--","00:30:37","01:19:03","79","80"
Futás,2022-03-10 18:52:39,false,"Szeged Futás","5.10","351","01:02:57","123","177","66","228","12:20","2:13","5","6","1.23","--","--","0.0","--","6,744","--","--","Nem","01:02:57","1","--","--","--","--","--","--","--","--","00:41:27","01:02:57","77","80"
Kardió,2022-03-08 17:36:31,false,"Kardió","0.00","386","00:53:55","130","160","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:53:55","1","--","--","--","--","--","--","--","--","00:00:00","00:53:55","--","--"
