Tevékenység típusa,Dátum,Kedvenc,Cím,Távolság,Kalóriaszám,Idő,Átlagos pulzusszám,Max. pulzus,Átl. pedálütem,Max. pedálütem,Átlagos tempó,Legjobb tempó,Teljes emelkedés,Teljes süllyedés,Átlagos lépéshossz,Átl. pedálütem,Max. pedálütem,Training Stress Score®,Teljes csapásszám,Lépések,Összes ismétlés,Összes szett,Dekompressziós,Legjobb köridő,Körök száma,Ált. légzés,Min. légzés,Max. légzés,Stresszadatok változása,Kezdő stressz,Befejező stressz,Átl. stressz,Max. stressz,Menetidő,Eltelt idő,Minimális magasság,Maximális magasság
Futás,2023-09-22 18:01:56,false,"Szeged Futás","6.07","547","01:50:00","122","157","49","232","18:07","5:30","7","8","1.14","--","--","0.0","--","8,996","--","--","Nem","01:50:00","1","--","--","--","--","--","--","--","--","00:59:42","01:50:00","81","90"
Futás,2023-09-21 18:14:38,false,"Szeged Futás","1.31","154","00:55:28","89","134","19","223","42:18","8:38","2","2","1.22","--","--","0.0","--","2,192","--","--","Nem","00:55:28","1","--","--","--","--","--","--","--","--","00:09:33","00:55:28","70","85"
Kerékpározás,2023-09-20 17:48:01,false,"Szeged Kerékpározás","36.95","506","01:24:04","134","165","--","--","26.4","84.2","132","134","--","--","--","0.0","--","--","--","--","Nem","00:29:39","2","--","--","--","--","--","--","--","--","01:23:43","01:24:10","74","95"
Futás,2023-09-19 18:06:46,false,"Szeged Futás","3.84","445","01:32:36","114","162","43","241","24:07","4:03","10","11","0.97","--","--","0.0","--","6,332","--","--","Nem","01:32:36","1","--","--","--","--","--","--","--","--","00:38:12","01:32:36","78","99"
Futás,2023-09-18 18:12:40,false,"Szeged Futás","4.15","470","01:36:07","118","162","37","229","23:11","5:12","4","5","1.16","--","--","0.0","--","6,346","--","--","Nem","00:20:03","2","--","--","--","--","--","--","--","--","00:35:11","01:36:07","81","87"
Futás,2023-09-17 18:43:02,false,"Szeged - 2-1 intervals","5.29","290","00:30:23","161","180","156","205","5:45","4:50","26","27","1.13","--","--","0.0","--","4,746","--","--","Nem","00:00:04.6","19","--","--","--","--","--","--","--","--","00:29:46","00:34:02","73","81"
Futás,2023-09-15 18:24:29,false,"Szeged Futás","5.77","503","01:32:58","124","164","50","238","16:06","4:47","7","8","1.24","--","--","0.0","--","8,310","--","--","Nem","00:22:53","2","--","--","--","--","--","--","--","--","00:51:12","01:32:58","81","83"
Kerékpározás,2023-09-15 17:33:03,false,"Szeged Kerékpározás","4.20","79","00:13:34","119","137","--","--","18.6","25.9","17","13","--","--","--","0.0","--","--","--","--","Nem","00:13:34","1","--","--","--","--","--","--","--","--","00:13:30","00:13:34","74","84"
Kardió,2023-09-14 18:57:38,false,"Szeged Labdarúgás","2.89","319","01:16:58","111","144","--","--","2.3","16.2","2","2","--","--","--","0.0","--","--","--","--","Nem","01:16:58","1","--","--","--","--","--","--","--","--","00:46:49","01:16:58","81","98"
Futás,2023-09-12 18:20:36,false,"Szeged Futás","3.96","373","01:16:15","117","153","47","244","19:16","5:05","5","4","1.09","--","--","0.0","--","5,998","--","--","Nem","01:16:15","1","--","--","--","--","--","--","--","--","00:39:11","01:16:15","80","102"
Futás,2023-09-11 18:20:03,false,"Szeged Futás","4.22","453","01:17:52","131","182","40","248","18:27","3:47","7","9","1.40","--","--","0.0","--","5,684","--","--","Nem","00:04:25.3","2","--","--","--","--","--","--","--","--","00:31:10","01:17:52","81","85"
Futás,2023-09-09 18:55:52,false,"Szeged Futás","6.02","332","00:38:05","155","189","151","216","6:20","3:32","24","23","1.04","--","--","0.0","--","5,838","--","--","Nem","00:07:29.3","3","--","--","--","--","--","--","--","--","00:37:47","00:42:37","76","84"
Futás,2023-09-06 18:11:41,false,"Szeged Futás","5.97","598","01:09:45","167","187","76","215","11:40","4:53","6","5","1.13","--","--","0.0","--","7,420","--","--","Nem","01:09:45","1","--","--","--","--","--","--","--","--","00:51:41","01:09:49","43","87"
Futás,2023-09-05 18:24:20,false,"Szeged Futás","2.49","350","01:11:55","121","160","28","244","28:56","6:05","63","64","1.25","--","--","0.0","--","3,900","--","--","Nem","01:11:55","1","--","--","--","--","--","--","--","--","00:16:58","01:11:55","81","144"
Futás,2023-09-04 18:24:38,false,"Szeged Futás","3.30","525","01:19:05","139","166","38","241","23:59","5:28","1","1","1.09","--","--","0.0","--","5,330","--","--","Nem","01:19:05","1","--","--","--","--","--","--","--","--","00:28:21","01:19:07","82","83"
Futás,2023-09-01 18:30:15,false,"Szeged Futás","2.66","385","01:23:44","121","159","32","229","31:27","6:16","3","3","1.03","--","--","0.0","--","4,984","--","--","Nem","00:00:43.1","9","--","--","--","--","--","--","--","--","00:24:11","01:23:52","81","83"
Futás,2023-08-29 18:15:25,false,"Szeged Futás","6.52","567","01:27:25","142","176","67","230","13:25","3:42","70","71","1.13","--","--","0.0","--","8,324","--","--","Nem","00:03:00.1","11","--","--","--","--","--","--","--","--","00:51:12","01:27:25","80","141"
Futás,2023-08-28 18:09:24,false,"Szeged Futás","4.66","567","01:35:20","133","174","45","235","20:27","5:05","6","6","1.08","--","--","0.0","--","7,270","--","--","Nem","00:08:37.0","5","--","--","--","--","--","--","--","--","00:44:48","01:35:20","81","83"
Futás,2023-08-25 18:10:30,false,"Szeged Futás","4.77","539","01:29:43","131","167","45","234","18:49","4:10","7","7","1.22","--","--","0.0","--","6,966","--","--","Nem","00:03:47.8","6","--","--","--","--","--","--","--","--","00:39:24","01:29:43","80","83"
Futás,2023-08-24 19:41:54,false,"Szeged Futás","4.48","250","00:25:09","165","180","156","180","5:37","4:29","22","23","1.14","--","--","0.0","--","3,934","--","--","Nem","00:00:04.1","6","--","--","--","--","--","--","--","--","00:25:08","00:25:09","74","81"
Futás,2023-08-22 18:10:29,false,"Szeged Futás","3.86","515","01:40:03","123","162","34","229","25:53","5:57","5","4","1.12","--","--","0.0","--","6,270","--","--","Nem","00:13:45","4","--","--","--","--","--","--","--","--","00:30:14","01:40:03","81","83"
Nyíltvízi úszás,2023-08-22 15:27:54,false,"Sándorfalva úszás ","950","132","00:55:40","85","113","3","186","5:52","1:43","55","52","6.20","--","--","0.0","--","364","--","--","Nem","00:55:40","1","--","--","--","--","--","--","--","--","00:01:39","00:55:40","75","109"
Nyíltvízi úszás,2023-08-22 14:58:19,false,"Sándorfalva úszás ","650","90","00:27:07","97","117","--","--","4:10","0:04","2","2","--","--","--","0.0","674","--","--","--","Nem","00:12:25","2","--","--","--","--","--","--","--","--","00:00:25","00:27:07","78","83"
Futás,2023-08-21 18:10:11,false,"Szeged Futás","3.81","472","01:28:14","125","167","38","248","23:11","5:12","5","4","1.11","--","--","0.0","--","5,706","--","--","Nem","00:13:51","4","--","--","--","--","--","--","--","--","00:33:19","01:28:14","81","91"
Futás,2023-08-18 18:07:17,false,"Szeged Futás","4.74","549","01:33:43","136","173","46","229","19:45","4:19","4","4","1.16","--","--","0.0","--","6,982","--","--","Nem","00:15:38","5","--","--","--","--","--","--","--","--","00:39:19","01:33:43","81","91"
Futás,2023-08-15 18:32:16,false,"Szeged Futás","3.52","414","01:11:46","130","155","38","248","20:24","5:19","3","4","1.33","--","--","0.0","--","4,520","--","--","Nem","00:06:32.0","4","--","--","--","--","--","--","--","--","00:28:27","01:11:46","81","83"
Gyaloglás,2023-08-12 15:48:15,false,"Alleghe Gyaloglás","5.70","417","02:43:59","85","126","107","220","28:47","12:14","85","1,002","0.32","--","--","0.0","--","10,922","--","--","Nem","02:43:59","1","--","--","--","--","--","--","--","--","01:15:16","03:02:48","991","1,911"
Gyaloglás,2023-08-12 15:35:14,false,"Alleghe Gyaloglás","0.58","60","00:11:21","112","137","105","112","19:35","12:46","27","23","0.49","--","--","0.0","--","876","--","--","Nem","00:11:21","1","--","--","--","--","--","--","--","--","00:07:13","00:11:21","1,890","1,924"
Gyaloglás,2023-08-12 13:41:30,false,"Alleghe Gyaloglás","1.10","265","01:53:03","85","139","106","159","--","10:57","87","83","0.09","--","--","0.0","--","1,814","--","--","Nem","01:53:03","1","--","--","--","--","--","--","--","--","00:11:00","01:53:22","1,888","1,959"
Gyaloglás,2023-08-10 11:48:23,false,"Cortina d'Ampezzo Gyaloglás","17.20","1,573","08:14:19","97","154","36","248","28:44","5:55","1,598","1,600","0.96","--","--","0.0","--","25,390","--","--","Nem","08:14:19","1","--","--","--","--","--","--","--","--","03:00:27","08:14:23","1,345","1,976"
Gyaloglás,2023-08-09 13:29:48,false,"Ortisei Gyaloglás","4.10","409","03:45:45","72","118","25","180","55:11","10:42","414","356","0.75","--","--","0.0","--","7,958","--","--","Nem","00:35:31","2","--","--","--","--","--","--","--","--","00:46:49","03:45:45","2,369","2,509"
Gyaloglás,2023-08-08 12:11:49,false,"Aldino Gyaloglás","5.49","400","02:53:58","82","122","23","212","31:41","6:41","604","605","1.35","--","--","0.0","--","6,454","--","--","Nem","00:00:07.1","2","--","--","--","--","--","--","--","--","00:42:07","02:55:03","1,445","1,618"
Futás,2023-08-01 18:11:16,false,"Szeged Futás","4.03","432","01:22:06","123","165","48","223","20:22","4:46","2","2","1.00","--","--","0.0","--","6,342","--","--","Nem","00:00:24.3","5","--","--","--","--","--","--","--","--","00:37:21","01:22:06","81","83"
Kardió,2023-08-01 13:00:48,false,"Kardió","0.00","388","00:58:57","137","165","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:58:57","1","--","--","--","--","--","--","--","--","00:00:00","00:58:57","--","--"
Futás,2023-07-31 18:08:01,false,"Szeged Futás","2.84","431","01:27:05","120","152","31","233","30:38","5:25","6","7","1.00","--","--","0.0","--","4,630","--","--","Nem","00:04:19.3","4","--","--","--","--","--","--","--","--","00:23:23","01:27:05","80","88"
Futás,2023-07-29 17:03:16,false,"Kiskőrös Futás","7.67","799","01:36:38","164","193","70","248","12:36","4:31","6","6","1.14","--","--","0.0","--","10,038","--","--","Nem","00:10:37","8","--","--","--","--","--","--","--","--","01:10:53","01:43:25","97","104"
Futás,2023-07-28 18:06:37,false,"Szeged Futás","3.38","450","01:30:03","122","155","30","248","26:37","5:12","5","4","1.25","--","--","0.0","--","5,230","--","--","Nem","00:06:43.0","4","--","--","--","--","--","--","--","--","00:24:07","01:30:03","81","83"
Futás,2023-07-27 19:55:07,false,"Szeged - Céltempós intervallumok","8.05","435","00:47:27","161","187","158","178","5:53","4:29","35","38","1.07","--","--","0.0","--","7,504","--","--","Nem","00:00:47.2","14","--","--","--","--","--","--","--","--","00:47:10","00:48:59","75","88"
Futás,2023-07-25 18:02:09,false,"Szeged Futás","4.30","509","01:45:04","121","160","40","229","24:24","5:11","9","9","1.01","--","--","0.0","--","7,322","--","--","Nem","00:05:12.9","5","--","--","--","--","--","--","--","--","00:36:14","01:45:04","80","91"
Futás,2023-07-24 18:06:45,false,"Szeged Futás","4.99","526","01:22:34","135","184","55","248","16:33","3:32","10","9","1.12","--","--","0.0","--","6,670","--","--","Nem","00:02:49.4","6","--","--","--","--","--","--","--","--","00:42:25","01:22:34","81","88"
Futás,2023-07-23 18:48:47,false,"Szeged Futás","3.54","398","01:00:03","140","179","57","248","16:58","5:01","30","29","1.05","--","--","0.0","--","5,092","--","--","Nem","00:11:53","4","--","--","--","--","--","--","--","--","00:34:47","01:00:03","81","134"
Futás,2023-07-22 19:16:37,false,"Szeged - 15-45 x20","6.13","332","00:36:29","161","182","159","203","5:57","3:07","36","35","1.05","--","--","0.0","--","5,686","--","--","Nem","00:00:00.7","44","--","--","--","--","--","--","--","--","00:36:11","00:38:28","75","88"
Futás,2023-07-20 19:06:19,false,"Szeged Futás","7.02","638","01:50:05","134","159","64","238","15:42","4:52","9","9","1.00","--","--","0.0","--","11,294","--","--","Nem","00:00:11.6","8","--","--","--","--","--","--","--","--","01:13:33","01:50:05","82","92"
Erősítő edzés,2023-07-19 20:50:20,false,"Súlyzózás","0.00","112","00:31:47","98","138","--","--","--","--","--","--","--","--","--","0.0","--","36","18","1","Nem","00:31:47","1","--","--","--","--","--","--","--","--","00:31:47","00:35:28","--","--"
Futás,2023-07-19 18:48:27,false,"Szeged - Könnyed futás","5.04","262","00:26:45","161","184","156","165","5:19","4:40","27","27","1.21","--","--","0.0","--","4,188","--","--","Nem","00:01:45.4","6","--","--","--","--","--","--","--","--","00:25:59","00:31:30","76","88"
Futás,2023-07-18 19:54:17,false,"Szeged Futás","2.67","339","00:59:22","128","152","32","201","22:17","5:26","5","6","1.40","--","--","0.0","--","3,582","--","--","Nem","00:13:53","3","--","--","--","--","--","--","--","--","00:17:53","00:59:22","30","80"
Kerékpározás,2023-07-15 20:00:38,false,"Szeged Kerékpározás","21.65","331","00:55:24","131","165","--","--","23.4","31.6","64","62","--","--","--","0.0","--","--","--","--","Nem","00:55:24","1","--","--","--","--","--","--","--","--","00:54:47","01:01:58","74","88"
Futás,2023-07-14 19:55:49,false,"Szeged - Könnyed futás","10.06","574","00:59:46","162","176","155","172","5:56","4:47","44","45","1.09","--","--","0.0","--","9,250","--","--","Nem","00:01:59.9","12","--","--","--","--","--","--","--","--","00:59:10","01:01:15","75","89"
Erősítő edzés,2023-07-12 21:07:45,false,"A hét 3.nap","0.00","84","00:20:34","110","137","--","--","--","--","--","--","--","--","--","0.0","--","58","29","27","Nem","00:20:34","1","--","--","--","--","--","--","--","--","00:17:27","00:20:34","--","--"
Futás,2023-07-12 20:19:52,false,"Szeged - Könnyed futás","5.07","274","00:27:37","163","181","155","165","5:27","4:44","14","13","1.18","--","--","0.0","--","4,298","--","--","Nem","00:02:37.5","6","--","--","--","--","--","--","--","--","00:27:06","00:29:18","75","84"
Futás,2023-07-11 19:57:09,false,"Szeged - Könnyed futás","7.18","401","00:40:21","164","183","157","210","5:37","4:00","60","60","1.14","--","--","0.0","--","6,294","--","--","Nem","00:01:44.5","8","--","--","--","--","--","--","--","--","00:40:05","00:42:58","74","88"
Futás,2023-07-08 20:04:07,false,"Szeged Futás","6.03","332","00:32:39","167","186","157","165","5:25","4:52","24","23","1.18","--","--","0.0","--","5,134","--","--","Nem","00:00:07.9","7","--","--","--","--","--","--","--","--","00:32:11","00:37:28","75","81"
Erősítő edzés,2023-07-06 20:44:22,false,"A hét 2. nap","0.00","156","00:35:38","116","143","--","--","--","--","--","--","--","--","--","0.0","--","434","217","24","Nem","00:35:38","1","--","--","--","--","--","--","--","--","00:30:10","00:37:38","--","--"
Futás,2023-07-06 19:44:11,false,"Szeged - Emelkedős-lejtős intervallumok","4.81","308","00:41:47","147","177","124","212","8:41","5:35","16","15","0.93","--","--","0.0","--","5,422","--","--","Nem","00:00:03.7","29","--","--","--","--","--","--","--","--","00:35:57","00:43:28","75","81"
Futás,2023-07-05 19:57:35,false,"Szeged - Futás","4.55","253","00:24:24","170","185","157","165","5:22","4:57","19","18","1.19","--","--","0.0","--","3,752","--","--","Nem","00:00:01","7","--","--","--","--","--","--","--","--","00:24:24","00:24:38","73","82"
Kardió,2023-07-04 18:51:37,false,"Kardió","0.00","347","01:47:56","100","147","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","01:47:56","1","--","--","--","--","--","--","--","--","00:00:00","01:47:56","--","--"
Futás,2023-07-03 19:38:01,false,"Szeged - Futás","5.27","293","00:31:30","162","187","153","169","5:59","4:29","30","29","1.09","--","--","0.0","--","4,872","--","--","Nem","00:01:46.9","8","--","--","--","--","--","--","--","--","00:31:27","00:34:01","75","88"
Erősítő edzés,2023-06-30 20:06:20,false,"rapid leg","0.00","115","00:17:42","131","150","--","--","--","--","--","--","--","--","--","0.0","--","158","79","16","Nem","00:17:42","1","--","--","--","--","--","--","--","--","00:17:42","00:17:42","--","--"
Erősítő edzés,2023-06-30 20:01:29,false,"rapid leg","0.00","--","00:00:05.1","88","88","--","--","1.7","--","--","--","--","--","--","0.0","--","--","--","1","Nem","00:00:05.1","1","--","--","--","--","--","--","--","--","00:00:05.1","00:00:05.1","--","--"
Futás,2023-06-30 19:02:31,false,"Szeged - Sprintfutásos intervallumok","4.63","263","00:28:44","163","182","153","208","6:13","3:48","26","24","1.06","--","--","0.0","--","4,444","--","--","Nem","00:00:20","17","--","--","--","--","--","--","--","--","00:28:31","00:30:36","76","88"
Erősítő edzés,2023-06-29 19:39:17,false,"full body","0.00","151","00:47:21","109","155","--","--","--","--","--","--","--","--","--","0.0","--","700","350","45","Nem","00:47:21","1","--","--","--","--","--","--","--","--","00:33:45","00:58:18","--","--"
Erősítő edzés,2023-06-28 20:25:23,false,"full body","0.00","101","00:26:39","114","149","--","--","--","--","--","--","--","--","--","0.0","--","382","191","26","Nem","00:26:39","1","--","--","--","--","--","--","--","--","00:19:30","00:31:51","--","--"
Futás,2023-06-28 19:06:50,false,"Szeged - Könnyed futás","7.17","409","00:39:42","172","185","156","165","5:32","4:39","37","37","1.16","--","--","0.0","--","6,206","--","--","Nem","00:03:48.6","8","--","--","--","--","--","--","--","--","00:39:02","00:40:56","76","88"
Erősítő edzés,2023-06-27 20:15:09,false,"upper body","0.00","46","00:16:47","99","135","--","--","--","--","--","--","--","--","--","0.0","--","202","101","17","Nem","00:16:47","1","--","--","--","--","--","--","--","--","00:12:03","00:16:47","--","--"
Futás,2023-06-22 20:05:00,false,"Szeged - Céltempós intervallumok","6.42","361","00:42:46","156","185","144","229","6:40","4:24","42","41","1.06","--","--","0.0","--","6,370","--","--","Nem","00:00:25.0","12","--","--","--","--","--","--","--","--","00:42:01","00:43:59","75","93"
Futás,2023-06-21 20:02:43,false,"Szeged - Könnyed futás","6.15","360","00:36:24","167","182","158","167","5:55","4:47","29","29","1.07","--","--","0.0","--","5,762","--","--","Nem","00:02:23.9","8","--","--","--","--","--","--","--","--","00:36:20","00:36:24","75","93"
Futás,2023-06-14 19:35:56,false,"Szeged - Könnyed futás","6.55","374","00:37:36","168","185","160","172","5:45","5:20","59","58","1.09","--","--","0.0","--","6,000","--","--","Nem","00:00:00.7","9","--","--","--","--","--","--","--","--","00:36:54","00:42:47","75","111"
Futás,2023-06-13 19:37:49,false,"Szeged - Egyenletes tempójú futás","5.90","336","00:35:00","165","182","158","171","5:56","4:41","25","25","1.07","--","--","0.0","--","5,512","--","--","Nem","00:00:02.7","8","--","--","--","--","--","--","--","--","00:34:57","00:41:19","75","81"
Futás,2023-06-09 11:23:32,false,"Szeged - Könnyed futás","8.19","506","00:56:12","169","187","147","215","6:52","4:57","65","64","0.98","--","--","0.0","--","8,360","--","--","Nem","00:02:12.3","10","--","--","--","--","--","--","--","--","00:55:00","01:01:50","75","88"
Erősítő edzés,2023-06-08 20:03:42,false,"Rapid Fat Loss","0.00","88","00:32:28","95","132","--","--","--","--","--","--","--","--","--","0.0","--","536","268","30","Nem","00:32:28","1","--","--","--","--","--","--","--","--","00:15:00","00:32:28","--","--"
Futás,2023-06-04 19:19:28,false,"Szeged - Könnyed futás","4.35","248","00:25:53","159","173","155","186","5:57","5:13","19","18","1.08","--","--","0.0","--","4,064","--","--","Nem","00:00:53.5","6","--","--","--","--","--","--","--","--","00:25:12","00:30:09","73","81"
Futás,2023-05-30 19:19:29,false,"Szeged - Felmérő futás","1.74","86","00:09:00","154","177","162","186","5:10","4:01","8","37","1.18","--","--","0.0","--","1,454","--","--","Nem","00:00:32.1","4","--","--","--","--","--","--","--","--","00:08:51.9","00:09:00","73","107"
Futás,2023-05-26 17:02:09,false,"Szeged Futás","3.88","472","01:30:24","128","174","42","222","23:17","5:35","7","7","1.15","--","--","0.0","--","5,518","--","--","Nem","00:12:31","4","--","--","--","--","--","--","--","--","00:32:54","01:30:24","76","80"
Futás,2023-05-25 16:58:47,false,"Szeged Futás","5.44","710","01:30:58","152","192","53","223","16:43","5:11","9","8","1.14","--","--","0.0","--","7,250","--","--","Nem","00:05:27.8","6","--","--","--","--","--","--","--","--","00:47:02","01:30:58","77","91"
Futás,2023-05-24 19:36:00,false,"Szeged Futás","2.20","120","00:12:52","146","175","154","167","5:50","5:30","14","15","1.11","--","--","0.0","--","2,004","--","--","Nem","00:01:22.0","3","--","--","--","--","--","--","--","--","00:12:07","00:25:19","73","81"
Futás,2023-05-20 08:42:18,false,"Szeged Futás","2.39","310","00:54:56","126","159","33","219","23:01","6:37","4","3","1.36","--","--","0.0","--","3,548","--","--","Nem","00:07:08.8","3","--","--","--","--","--","--","--","--","00:18:39","00:57:05","76","102"
Futás,2023-05-19 18:35:55,false,"Szeged Futás","3.77","396","00:56:59","138","178","57","248","15:07","6:17","19","19","1.17","--","--","0.0","--","5,118","--","--","Nem","00:08:52.8","4","--","--","--","--","--","--","--","--","00:34:40","00:56:59","77","99"
Futás,2023-05-17 18:26:35,false,"Szeged Futás","1.47","128","00:22:45","109","131","64","198","15:29","5:01","1","1","1.06","--","--","0.0","--","1,948","--","--","Nem","00:02:11.2","3","--","--","--","--","--","--","--","--","00:13:57","00:22:45","77","80"
Futás,2023-05-16 18:44:10,false,"Szeged Futás","3.77","292","00:41:10","139","181","80","205","10:55","5:21","3","3","1.15","--","--","0.0","--","4,830","--","--","Nem","00:07:57.2","4","--","--","--","--","--","--","--","--","00:32:49","00:41:10","78","84"
Futás,2023-05-12 16:58:33,false,"Szeged Futás","1.96","165","00:43:43","102","149","37","212","22:15","7:00","3","1","1.21","--","--","0.0","--","2,376","--","--","Nem","00:20:00","2","--","--","--","--","--","--","--","--","00:12:57","00:43:43","69","80"
Futás,2023-05-11 16:31:23,false,"Szeged Futás","5.20","411","01:10:06","128","171","63","248","13:28","5:42","3","3","1.19","--","--","0.0","--","6,242","--","--","Nem","00:02:35.0","6","--","--","--","--","--","--","--","--","00:43:30","01:10:06","77","80"
Kerékpározás,2023-05-10 11:02:51,false,"Szeged Kerékpározás","50.28","767","01:59:14","142","166","--","--","25.3","37.5","166","165","--","--","--","0.0","--","--","--","--","Nem","00:51:48","2","--","--","--","--","--","--","--","--","01:58:59","02:11:01","74","96"
Futás,2023-05-09 16:33:51,false,"Szeged Futás","5.88","603","01:20:03","149","191","72","248","13:36","4:52","7","8","1.02","--","--","0.0","--","7,966","--","--","Nem","00:08:10.8","6","--","--","--","--","--","--","--","--","00:51:50","01:20:03","77","101"
Futás,2023-05-09 10:02:52,false,"Szeged Futás","3.09","379","01:07:28","127","157","39","232","21:52","5:03","98","97","1.38","--","--","0.0","--","4,410","--","--","Nem","00:03:31.1","4","--","--","--","--","--","--","--","--","00:22:57","01:07:28","-17","85"
Futás,2023-05-01 10:11:44,false,"Szeged Futás","5.22","386","00:53:18","140","177","115","238","10:13","5:12","20","22","0.89","--","--","0.0","--","6,894","--","--","Nem","00:02:26.5","6","--","--","--","--","--","--","--","--","00:44:00","00:53:18","76","84"
Futás,2023-04-28 15:55:32,false,"Szeged Futás","3.00","375","01:01:09","133","180","48","243","20:21","6:30","4","4","1.01","--","--","0.0","--","4,882","--","--","Nem","00:00:07.1","4","--","--","--","--","--","--","--","--","00:28:24","01:01:09","77","80"
Futás,2023-04-27 18:36:23,false,"Szeged Futás","4.11","389","01:07:33","129","166","53","248","16:26","5:49","4","4","1.20","--","--","0.0","--","5,886","--","--","Nem","00:01:41.0","5","--","--","--","--","--","--","--","--","00:37:15","01:07:33","77","107"
Kardió,2023-04-26 16:02:06,false,"Kardió","0.00","430","01:11:35","127","182","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","01:11:35","1","--","--","--","--","--","--","--","--","00:00:00","01:11:35","--","--"
Futás,2023-04-26 10:02:41,false,"Szeged Futás","1.87","409","01:07:56","131","163","24","238","36:19","6:21","97","96","1.21","--","--","0.0","--","3,138","--","--","Nem","00:30:53","2","--","--","--","--","--","--","--","--","00:10:49","01:07:56","77","142"
Futás,2023-04-25 10:01:21,false,"Szeged Futás","4.60","443","01:13:59","134","175","53","248","16:05","4:38","7","7","1.26","--","--","0.0","--","5,790","--","--","Nem","00:09:45.7","5","--","--","--","--","--","--","--","--","00:39:16","01:13:59","55","80"
Futás,2023-04-24 18:38:03,false,"Szeged Futás","5.55","362","00:58:18","125","147","94","233","10:31","4:28","10","9","1.01","--","--","0.0","--","6,962","--","--","Nem","00:04:59.5","6","--","--","--","--","--","--","--","--","00:45:50","00:58:18","77","124"
Kardió,2023-04-24 17:20:28,false,"Kardió","0.00","338","01:17:22","115","150","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","01:17:22","1","--","--","--","--","--","--","--","--","00:00:00","01:17:22","--","--"
Futás,2023-04-20 15:52:39,false,"Szeged Futás","3.14","234","00:47:45","111","135","55","241","15:12","5:21","2","3","1.20","--","--","0.0","--","4,152","--","--","Nem","00:02:07.9","4","--","--","--","--","--","--","--","--","00:27:50","00:47:45","77","89"
Kerékpározás,2023-04-20 14:26:42,false,"Szeged Kerékpározás","10.04","169","00:25:58","128","147","--","--","23.2","33.4","45","43","--","--","--","0.0","--","--","--","--","Nem","00:25:58","1","--","--","--","--","--","--","--","--","00:25:43","00:27:27","74","95"
Futás,2023-04-19 18:22:59,false,"Szeged Futás","4.62","404","01:11:55","120","182","61","233","15:35","4:54","5","6","1.08","--","--","0.0","--","6,692","--","--","Nem","00:06:21.2","5","--","--","--","--","--","--","--","--","00:43:06","01:11:55","76","85"
Futás,2023-04-18 18:36:33,false,"Szeged Futás","4.32","405","01:09:20","126","176","62","237","16:02","5:23","20","19","1.04","--","--","0.0","--","6,202","--","--","Nem","00:03:15.6","5","--","--","--","--","--","--","--","--","00:40:08","01:09:20","64","80"
Futás,2023-04-18 10:04:30,false,"Szeged Futás","2.84","331","00:58:51","127","166","41","223","20:45","5:23","4","4","1.21","--","--","0.0","--","4,062","--","--","Nem","00:16:43","3","--","--","--","--","--","--","--","--","00:22:13","00:58:51","77","81"
Futás,2023-04-17 18:52:21,false,"Szeged Futás","3.61","246","00:30:27","144","182","90","217","8:27","4:04","--","--","1.31","--","--","0.0","--","3,836","--","--","Nem","00:05:25.2","4","--","--","--","--","--","--","--","--","00:26:36","00:30:27","69","80"
Kardió,2023-04-17 18:06:04,false,"Kardió","0.00","206","00:43:20","110","174","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:43:20","1","--","--","--","--","--","--","--","--","00:00:00","00:43:20","80","80"
Futás,2023-04-14 16:04:21,false,"Szeged Futás","3.69","266","00:48:34","119","149","73","238","13:09","5:01","2","1","1.09","--","--","0.0","--","5,040","--","--","Nem","00:07:21.9","4","--","--","--","--","--","--","--","--","00:35:20","00:48:34","77","80"
Futás,2023-04-13 18:33:55,false,"Szeged Futás","4.21","394","01:09:26","124","178","51","238","16:29","5:04","2","2","1.23","--","--","0.0","--","6,096","--","--","Nem","00:01:30.9","6","--","--","--","--","--","--","--","--","00:36:22","01:09:26","78","80"
Futás,2023-04-12 18:24:33,false,"Szeged Futás","4.03","334","00:53:16","129","171","69","238","13:13","4:57","4","5","1.08","--","--","0.0","--","5,496","--","--","Nem","00:00:25.0","5","--","--","--","--","--","--","--","--","00:36:53","00:53:16","76","80"
Futás,2023-04-12 10:03:54,false,"Szeged Futás","2.52","336","01:07:50","118","161","35","243","26:56","6:37","3","3","1.09","--","--","0.0","--","4,236","--","--","Nem","00:11:54","3","--","--","--","--","--","--","--","--","00:23:37","01:07:50","77","82"
Futás,2023-04-11 18:16:19,false,"Szeged Futás","4.38","454","01:42:10","109","154","34","229","23:19","4:19","10","10","1.36","--","--","0.0","--","6,154","--","--","Nem","00:04:03.3","5","--","--","--","--","--","--","--","--","00:35:10","01:42:10","67","90"
Futás,2023-04-11 09:56:19,false,"Szeged Futás","4.61","460","01:08:09","141","179","64","248","14:47","5:35","43","42","1.09","--","--","0.0","--","6,802","--","--","Nem","00:06:47.6","5","--","--","--","--","--","--","--","--","00:42:24","01:08:09","50","90"
